id,filename,slug,title,hook,mechanic,family,theme,theme_jp,theme_source,style_pack,bgm_direction,variation,spice,duration_current,duration_target,needed_current,needed_action,priority,wave,batch,fix_items,keep_items,status,score_before,score_after,style_actual,notes
307,307-laser-maze.js,laser-maze,レーザー迷路,盤上のミラーをタップで回転させ、光源からゴールへレーザーを導くパズル,connect,E,space,宇宙ステーション,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),フィーバータイム(中盤数秒の得点倍増),15,25,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B14,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→25s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
308,308-flower-bloom.js,flower-bloom,花ひらく,つぼみの成長リングが最高潮のときに水をやり、一気に咲かせる園芸タイミングゲーム,timing_one_shot,A,insect,昆虫の草むら,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),15,15,3,見直し(密度低: 尺に対して要求が少ない),P2,5,B36,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
309,309-space-dock.js,space-dock,宇宙ドッキング,慣性で漂う宇宙船をスワイプで推進し、ポートへ低速で静かに着岸させる,guide_path,C,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),15,22,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B23,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
310,310-type-race.js,type-race,文字レース,宙に漂う単語の文字を、左から正しい順にタップして単語を完成させるタイピング,judge,F,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),フィーバータイム(中盤数秒の得点倍増),15,15,3,見直し(密度低: 尺に対して要求が少ない),P1,2,B27,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
311,311-escape-room.js,escape-room,脱出パズル,暗号のヒントを解き、数字キーパッドで正しい答えを入力して部屋を脱出する,judge,F,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),二重課題(終盤たまに2つ同時に来る),15,8,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B28,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
312,312-tornado-dodge.js,tornado-dodge,竜巻ドッジ,予測不能に蛇行して迫る竜巻を左右スワイプでレーン移動して避け続けるサバイバル,dodge,C,snow,雪山,assigned,90s 16bit,melody(固有) / 代替bgm_tense,精度型(判定幅/隙間が狭まっていく),サドンデス演出(達成目前の1ミスの緊張を煽る),,目視(15-25s),10,維持,P2,5,B38,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
313,313-note-catch.js,note-catch,音符キャッチ,4レーンを流れ落ちる音符を、判定ラインに来た瞬間にレーンをタップして奏でる,rhythm,A,farm,牧場,assigned,2000s ARCADE POP,melody必須(拍=ゲームイベント同期),精度型(判定幅/隙間が狭まっていく),コンボ倍率(連続成功でx2→x4→x8),15,8,5,維持,P2,5,B46,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
314,314-weight-lift.js,weight-lift,ウェイトリフティング,力ゲージが成功ゾーン(MAX付近)に来た瞬間に上スワイプでバーベルを挙げる,timing_one_shot,A,space,宇宙ステーション,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),コンボ倍率(連続成功でx2→x4→x8),15,8,3,見直し(密度低: 尺に対して要求が少ない),P2,5,B36,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
315,315-color-wave.js,color-wave,カラーウェーブ,サイクルする色が上部の目標色と一致した瞬間にタップして捉える反射ゲーム,dodge,C,space,宇宙ステーション,assigned,80s NEON,melody(固有) / 代替bgm_tense,精度型(判定幅/隙間が狭まっていく),黄金ターゲット(稀に高得点のレアが出る),15,22,3,見直し(密度低: 尺に対して要求が少ない),P1,1,B11,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
316,316-lava-jump.js,lava-jump,溶岩ジャンプ,崩れる足場を飛び移り、下から迫る溶岩に飲まれる前に目標の高さへ登る,camera_climb,C,pirate,海賊船,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),,目視(15-25s),,維持,P1,1,B12,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
317,317-spell-cast.js,spell-cast,呪文詠唱,魔法陣に示された方向の並びを、順にスワイプしてなぞり呪文を発動する,swipe_direction,D,insect,昆虫の草むら,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),コンボ倍率(連続成功でx2→x4→x8),15,8,3,見直し(密度低: 尺に対して要求が少ない),P2,7,B68,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
318,318-puppet-pull.js,puppet-pull,パペットプル,糸で操る木の人形の腕を左右に振り、落ちてくるコインをキャッチする操り人形劇,drag_follow,C,witch,魔女の工房,assigned,80s NEON,melody(固有) / 代替bgm_dark,変拍子型(間隔・速度が不規則に揺れる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,18,6,維持,P2,4,B26,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
319,319-shadow-match.js,shadow-match,シャドウマッチ,上に映る黒いシルエットと同じ形を、下の選択肢から選んで当てる形あわせクイズ,judge,F,witch,魔女の工房,assigned,80s NEON,melody(固有) / 代替bgm_dark,変拍子型(間隔・速度が不規則に揺れる),逆転ボーナス(残り3秒は得点2倍),15,10,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B28,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
320,320-bouncing-words.js,bouncing-words,バウンシングワーズ,跳ね回る文字の中から、単語のつづり順に正しい文字をタップして完成させる,spot,F,factory,工場ライン,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,15,3,見直し(密度低: 尺に対して要求が少ない),P2,4,B31,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
321,321-magnet-pull.js,magnet-pull,マグネットプル,画面をタップして磁力を発生させ、飛び交う金属ボールを中央のゴールへ引き寄せる,guide_path,C,school,学校,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),15,15,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B25,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
322,322-rope-swing.js,rope-swing,ロープスイング,振り子のロープでアンカーを掴んで振り、足場を伝って上のゴールへ到達する,camera_climb,C,ninja,忍者屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),15,18,,維持,P2,4,B44,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
323,323-tile-flip.js,tile-flip,タイルフリップ,裏返しのタイルを2枚めくり、同じ色マークのペアを記憶で揃える神経衰弱,judge,F,school,学校,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),15,13,,維持,P1,3,B30,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
324,324-speed-sort.js,speed-sort,スピードソート,落ちてくる荷を色で見分け、青は左・赤は右へスワイプで素早く仕分ける,size_judge,F,dungeon,ダンジョン,assigned,70s MONO,melody(固有) / 代替bgm_dark,精度型(判定幅/隙間が狭まっていく),黄金ターゲット(稀に高得点のレアが出る),15,13,6,維持,P1,4,B24,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
325,325-electric-chain.js,electric-chain,エレクトリックチェーン,光る次のノードを順にタップし、電源Sからゴールへ電流を通す配線パズル,connect,E,witch,魔女の工房,assigned,80s NEON,melody(固有) / 代替bgm_dark,精度型(判定幅/隙間が狭まっていく),コンボ倍率(連続成功でx2→x4→x8),15,15,3,見直し(密度低: 尺に対して要求が少ない),P2,4,B44,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
326,326-orbit-catch.js,orbit-catch,オービットキャッチ,軌道を周回する船をタップで内外に乗り換え、同じ軌道のデブリを回収する,timing_one_shot,A,kitchen,キッチン,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),二重課題(終盤たまに2つ同時に来る),15,13,3,見直し(密度低: 尺に対して要求が少ない),P1,1,B13,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
327,327-frost-draw.js,frost-draw,フロストドロー,凍った窓をスワイプでこすって霜を溶かし、隠れた図形のシルエットを浮かび上がらせる,rub,D,robot,ロボット工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),15,8,3,見直し(密度低: 尺に対して要求が少ない),P2,7,B55,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
328,328-traffic-flow.js,traffic-flow,トラフィックフロー,交差点の信号をタップで切り替え、車をぶつけずに通過させる交通整理,judge,F,samurai,侍道場,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),15,8,6,維持,P2,6,B63,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
329,329-pinball-flip.js,pinball-flip,ピンボールフリップ,左右フリッパーでボールを弾き、バンパーに当てて目標スコアを稼ぐ,timing_one_shot,A,cat,ネコの家,assigned,90s 16bit,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),,目視(8-15s),,維持,P1,3,B14,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
330,330-wave-surf.js,wave-surf,ウェーブサーフ,押し寄せる波をタップジャンプで飛び越え、次々に波をクリアするサーフィン,balance,C,farm,牧場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),15,22,5,維持,P1,1,B17,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
331,331-crystal-grow.js,crystal-grow,クリスタルグロウ,タップで結晶に栄養を注ぎ、緑のターゲット帯で手を止めて完璧に育てる,count_exact,E,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),フィーバータイム(中盤数秒の得点倍増),15,25,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B29,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→25s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
332,332-chain-blast.js,chain-blast,チェーンブラスト,爆弾を1つ起爆し、爆風の連鎖で盤上すべての爆弾を消し去る一撃パズル,timing_one_shot,A,ninja,忍者屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),コンボ倍率(連続成功でx2→x4→x8),15,13,3,見直し(密度低: 尺に対して要求が少ない),P3,8,B74,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
333,333-sushi-roll.js,sushi-roll,寿司ロール,3本のベルトを流れる寿司を、皿を正しいレーンに動かしてキャッチする回転寿司,drag_follow,C,samurai,侍道場,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),15,15,6,維持,P2,3,B29,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
334,334-mirror-dodge.js,mirror-dodge,ミラードッジ,左半分の自機をスワイプで動かし、跳ね回るボールを避けて生き残る（右は鏡像世界）,dodge,C,ghost,おばけ屋敷,assigned,80s NEON,melody(固有) / 代替bgm_dark,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),,目視(15-25s),10,維持,P1,1,B13,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
335,335-tower-stack.js,tower-stack,タワースタック,左右に流れるブロックをタップで落とし、重なった幅だけ積み上げる高層建築,stack,E,witch,魔女の工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),15,22,3,見直し(密度低: 尺に対して要求が少ない),P1,3,B20,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
336,336-gravity-flip.js,gravity-flip,グラビティフリップ,タップで重力を上下反転し、天井と床のトゲを避けてゴール距離まで走り抜ける,camera_run,C,circus,サーカス,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,精度型(判定幅/隙間が狭まっていく),コンボ倍率(連続成功でx2→x4→x8),15,15,,維持,P1,3,B22,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
337,337-firefly-catch.js,firefly-catch,ホタルキャッチ,夜の森でふわりと明滅するホタルを、光っている瞬間にタップして捕まえる,chase,C,circus,サーカス,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),15,18,5,維持,P1,1,B09,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
338,338-drum-machine.js,drum-machine,ドラムマシン,中央から4つのパッドへ流れるノートが到達した瞬間に、その方向をタップして叩く,rhythm,A,cat,ネコの家,assigned,90s 16bit,melody必須(拍=ゲームイベント同期),精度型(判定幅/隙間が狭まっていく),フィーバータイム(中盤数秒の得点倍増),15,15,8,維持,P1,2,B18,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
339,339-volcano-run.js,volcano-run,ボルケーノラン,噴火する火山から走って逃げ、降ってくる岩をタップジャンプで避けて目標距離へ,camera_run,C,cat,ネコの家,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),逆転ボーナス(残り3秒は得点2倍),15,25,,維持,P2,6,B54,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
340,340-signal-boost.js,signal-boost,シグナルブースト,減衰しながら流れる信号を、通過するブースターをタップで増幅しアンテナへ届ける,balance,C,samurai,侍道場,assigned,70s MONO,melody(固有) / 代替bgm_tense,加速型(テンポが徐々に上がる),二重課題(終盤たまに2つ同時に来る),15,22,3,見直し(密度低: 尺に対して要求が少ない),P1,2,B19,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
341,341-ramen-cook.js,ramen-cook,ラーメンクック,麺を投入し、ゲージが緑のジャストゾーンに来た瞬間に引き上げる茹で時間タイミング,timing_one_shot,A,pirate,海賊船,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),黄金ターゲット(稀に高得点のレアが出る),15,8,3,見直し(密度低: 尺に対して要求が少ない),P3,8,B75,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
342,342-pixel-paint.js,pixel-paint,ピクセルペイント,お手本の色ヒントに合わせて、6x6グリッドの各マスを正しい色で塗りドット絵を完成,trace,D,kitchen,キッチン,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),15,10,2,見直し(密度低: 尺に対して要求が少ない),P1,4,B26,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
343,343-bubble-pop.js,bubble-pop,バブルポップ,隣り合う同色バブルを3つ以上つなぎ、もう一度タップでまとめて消す連結パズル,aim_shoot,B,music,音楽ステージ,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),コンボ倍率(連続成功でx2→x4→x8),15,10,10,維持,P1,2,B27,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
344,344-ice-skate.js,ice-skate,アイススケート,惰性で滑り続けるスケーターをタップで方向転換し、壁の隙間を抜けフラグを通過,guide_path,C,farm,牧場,assigned,90s 16bit,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),15,25,3,見直し(密度低: 尺に対して要求が少ない),P1,2,B27,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→25s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
345,345-stamp-rush.js,stamp-rush,スタンプラッシュ,落ちてくるスタンプに手を潰される前に、タップで手を引っ込める瞬発反応,reaction_duel,F,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,15,5,維持,P2,6,B50,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
346,346-laser-reflect.js,laser-reflect,レーザーリフレクト,盤上の斜め鏡をタップで回転させ、左からのレーザーをターゲットに当てる光学パズル,connect,E,snow,雪山,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),コンボ倍率(連続成功でx2→x4→x8),15,22,3,見直し(密度低: 尺に対して要求が少ない),P2,6,B48,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
347,347-balance-beam.js,balance-beam,バランスビーム,左右タップで細い棒を傾け、転がる玉を落とさず一定時間バランスを保つ,balance,C,dungeon,ダンジョン,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),,目視(15-25s),8,維持,P1,2,B21,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
348,348-color-flood.js,color-flood,カラーフラッド,左上の角から色を選んで塗り広げ、限られた手数で盤面を一色に染め上げる,judge,F,pirate,海賊船,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),15,15,,維持,P1,4,B31,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
349,349-shadow-puppets.js,shadow-puppets,シャドーパペット,光源をタップで動かして角度を合わせ、壁に映る影をお手本の形にそろえる,gap_fit,E,ghost,おばけ屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),15,15,3,見直し(密度低: 尺に対して要求が少ない),P2,5,B43,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
350,350-coin-flip.js,coin-flip,コインフリップ,弾く前に表(H)か裏(T)かを左右タップで予言し、当て続けてスコアを稼ぐ,judge,F,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),15,8,3,見直し(密度低: 尺に対して要求が少ない),P1,4,B31,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→8s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
351,351-wire-tap.js,wire-tap,ワイヤータップ,表示された番号順を覚え、その順にスイッチをタップで切って回路を無力化する,memory_sequence,F,western,西部の荒野,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),黄金ターゲット(稀に高得点のレアが出る),15,10,3,見直し(密度低: 尺に対して要求が少ない),P2,5,B43,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
352,352-sandfall.js,sandfall,サンドフォール,上から降り注ぐ砂粒を、左右に動かす受け皿でキャッチして目標量を集める,drag_follow,C,sports,スタジアム,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),二重課題(終盤たまに2つ同時に来る),15,22,40,維持,P2,4,B33,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
353,353-ghost-chase.js,ghost-chase,ゴーストチェイス,暗闇を横切るゴーストを、タップで動かす懐中電灯の光で照らし退治する,chase,C,factory,工場ライン,assigned,80s NEON,melody(固有) / 代替bgm_tense,加速型(テンポが徐々に上がる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,25,5,維持,P2,3,B32,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
354,354-spring-jump.js,spring-jump,スプリングジャンプ,バネをタップでチャージして玉を高く打ち上げ、宙に浮かぶ星を集める,mash,A,space,宇宙ステーション,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),15,13,5,維持,P1,3,B22,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
355,355-tempo-tap.js,tempo-tap,テンポタップ,一定BPMのビートに合わせ、判定バーの針が中央に来た瞬間にタップし続けるリズム,rhythm,A,kitchen,キッチン,assigned,2000s ARCADE POP,melody必須(拍=ゲームイベント同期),加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),15,10,6,維持,P1,2,B21,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
356,356-hot-potato.js,hot-potato,ホットポテト,熱々のイモを持ちすぎて爆発する前に、持っている側をタップで相手へ手早く渡す,swipe_direction,D,robot,ロボット工房,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),15,15,6,維持,P1,3,B30,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
